Anuncio BOE,Cantidad reclamada,Cuenta expediente,Fecha de conclusión,Fecha de inicio,Forma adjudicación,Identificador,Importe del depósito,Lotes,Puja mínima,Tasación,Tipo de subasta,Tramos entre pujas,Valor subasta
BOE-B-2025-9687,"230.614,22 €",1468 0000 06 0578 13,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243920,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9702,"148.845,28 €",0841 0000 05 0740 21,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2024-239841,"10.473,46 €",Sin lotes,Sin puja mínima,"209.469,38 €",JUDICIAL EN VÍA DE APREMIO,"4.189,38 €","209.469,38 €"
BOE-B-2025-9618,"187.735,57 €",,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-RC-2025-0026I20240151,"4.234,26 €",Sin lotes,"42.342,65 €","84.685,29 €",RECAUDACIÓN TRIBUTARIA,"3.000,00 €","84.685,29 €"
BOE-B-2025-8436,"100.608,52 €",4513 4532 00 0195 20,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243572,"7.947,43 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"158.948,68 €"
BOE-B-2025-7388,"1.685,67 €",3160 0000 64 0084 23,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-243420,"4.950,00 €",Sin lotes,Sin puja mínima,"99.000,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"99.000,00 €"
BOE-B-2025-9373,"77.222,33 €",3603 0000 06 0147 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243730,"6.009,75 €",Sin lotes,Sin puja mínima,"120.195,00 €",JUDICIAL EN VÍA DE APREMIO,"2.403,90 €","120.195,00 €"
BOE-B-2025-7340,"138.160,91 €",3577 0000 06 0043 16,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-243167,"13.963,87 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.585,55 €","279.277,50 €"
BOE-B-2025-5097,"85.395,42 €",0001 0000 06 0272 17,30-03-2025 16:44:22 CET  (ISO: 2025-03-30T16:44:22+02:00),18-02-2025 18:00:00 CET  (ISO: 2025-02-18T18:00:00+01:00),,SUB-JA-2025-241623,"7.675,21 €",Sin lotes,Sin puja mínima,"153.504,25 €",JUDICIAL EN VÍA DE APREMIO,"3.070,08 €","153.504,25 €"
BOE-B-2025-7402,"271.697,58 €",3728 2822 06 0084 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-238318,"23.845,90 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.769,19 €","476.918,00 €"
BOE-B-2025-7414,"192.329,52 €",4513 4487 00 0044 13,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-233740,"4.743,05 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"94.860,93 €"
BOE-B-2025-7203,"51.905,03 €",1542 0000 78 0059 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JV-2025-243558,"13.709,09 €",Sin lotes,"137.090,54 €","332.583,02 €",JUDICIAL VOLUNTARIA,"5.483,63 €","274.181,71 €"
BOE-B-2025-9684,"86.485,60 €",2068 0000 06 0056 22,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-242876,"7.837,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.135,00 €","156.750,00 €"
BOE-B-2025-8705,"183.698,24 €",5063 0000 06 0041 19,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),,SUB-JA-2024-230682,"7.301,73 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.920,69 €","146.034,50 €"
BOE-B-2025-9894,"40.321,34 €",3844 0000 06 0359 24,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2025-242161,"4.702,65 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"94.053,04 €"
BOE-B-2025-8835,"113.736,06 €",3517 0000 06 0051 22,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),,SUB-JA-2024-240824,"22.840,62 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"9.136,24 €","456.812,43 €"
BOE-B-2025-7363,"287.200,55 €",0865 0000 06 0230 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-243155,"12.650,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.060,00 €","253.000,00 €"
BOE-B-2025-7803,"40.543,26 €",1436 0000 00 0595 21,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2024-239119,"2.528,60 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.011,44 €","50.572,00 €"
BOE-B-2025-7248,"615.273,30 €",2701 0000 06 0040 12,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242703,Ver importe de consignación de cada lote (adjudicación independiente),5,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7567,"18.284,63 €",2010 0000 06 0536 16,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-243011,"2.475,80 €",Sin lotes,Sin puja mínima,"49.516,00 €",JUDICIAL EN VÍA DE APREMIO,"990,32 €","49.516,00 €"
BOE-B-2025-9270,"224.449,17 €",4683 0000 05 0564 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243210,"16.745,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"334.900,00 €"
BOE-B-2025-7249,"55.179,42 €",4859 0000 06 0709 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242156,"5.253,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.101,20 €","105.060,00 €"
BOE-B-2025-7316,"57.998,55 €",1777 0000 06 1319 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242060,"6.412,04 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.564,81 €","128.240,70 €"
BOE-B-2025-9728,"1.314.254,34 €",4513 4413 00 0660 19,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-241468,Ver importe de consignación de cada lote (adjudicación independiente),9,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9291,"73.707,47 €",1433 0000 06 1979 21,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-242462,"7.200,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.880,00 €","144.000,00 €"
BOE-B-2025-7279,"138.932,12 €",2396 0000 06 0070 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-225133,"10.630,00 €",Sin lotes,Sin puja mínima,"212.600,00 €",JUDICIAL EN VÍA DE APREMIO,"4.252,00 €","212.600,00 €"
BOE-B-2025-9405,"70.335,99 €",4259 0000 06 0388 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-237079,"7.675,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.070,00 €","153.500,00 €"
BOE-B-2025-8712,"124.444,75 €",3728 0895 06 0042 22,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),,SUB-JA-2025-240840,"5.000,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.000,01 €","100.000,00 €"
BOE-B-2025-9418,"241.154,14 €",0890 0000 06 0249 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2023-219075,"9.007,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.603,00 €","180.150,00 €"
BOE-B-2025-7494,,,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-AT-2025-24R4186001635,"1.839,05 €",Sin lotes,Sin puja mínima,"57.415,74 €",AGENCIA TRIBUTARIA,"1.000,00 €","36.781,12 €"
BOE-B-2025-8307,"101.185,44 €",1437 0000 05 0083 24,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-236540,"6.798,07 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.719,22 €","135.961,49 €"
BOE-B-2025-8822,"66.241,67 €",2262 0000 06 1839 23,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),,SUB-JA-2025-243777,"5.180,72 €",Sin lotes,Sin puja mínima,"103.614,42 €",JUDICIAL EN VÍA DE APREMIO,"2.072,28 €","103.614,42 €"
